-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1596,-2147482052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1644,-2147482004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,687,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,735,2400,2401,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2123,2124,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2171,2172,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,2219,2220,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,2319,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2367,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,-1,2415,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,687,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,735,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2123,2124,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2171,2172,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,2219,2220,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,2319,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2367,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,-1,2415,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,687,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,735,-1,-1,-1,2400,2401,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2123,2124,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2171,2172,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,2219,2220,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,2319,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2367,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2357,2358,-1,-1,2415,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2405,2406,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
