-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,507,1264,1265,1265,1266,509,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,555,1268,1269,1269,1270,557,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,555,1312,1313,1313,1314,557,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,555,987,988,988,988,464,1264,1265,1265,1265,1265,1265,1266,509,-1
-1,555,1035,1036,1036,1036,511,1268,1269,1269,1269,1269,1269,1270,557,-1
-1,555,1035,1036,1036,1036,-1073741312,1312,1313,1313,1313,1313,1313,1314,557,-1
-1,555,1035,1036,1036,1036,1315,988,988,988,988,988,988,988,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,512,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,464,1264,1265,1265,1265,1265,1265,1266,509,-1
-1,555,1035,1036,1036,1036,511,1268,1269,1269,1269,1269,1269,1270,557,-1
-1,555,1035,1036,1036,1036,-1073741312,1312,1313,1313,1313,1313,1313,1314,557,-1
-1,555,1035,1036,1036,1036,1315,988,988,988,988,988,988,988,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,512,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,464,1264,1265,1265,1265,1265,1265,1266,509,-1
-1,555,1035,1036,1036,1036,511,1268,1269,1269,1269,1269,1269,1270,557,-1
-1,555,1035,1036,1036,1036,-1073741312,1312,1313,1313,1313,1313,1313,1314,557,-1
-1,555,1035,1036,1036,1036,1315,988,988,988,988,988,988,988,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,512,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,511,1035,1036,1036,1036,1036,1036,1036,557,-1
-1,555,1035,1036,1036,1036,464,604,604,604,604,604,604,604,605,-1
-1,603,604,604,604,604,503,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
