-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,38,128,129,129,129,129,129,129,129,129,129,129,129,130,40,-1,-1
-1,70,132,133,133,133,133,133,133,133,133,133,133,133,134,72,-1,-1
-1,70,160,161,161,161,161,161,161,161,161,161,161,161,162,72,-1,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,72,-1,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,72,-1,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,128,40,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,132,72,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,160,72,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,326,72,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,325,354,72,-1
-1,70,324,325,325,325,325,325,325,325,325,325,325,325,326,65,104,-1
-1,70,352,353,353,353,353,353,353,353,353,353,353,353,354,72,-1,-1
-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,104,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
