-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,1,2,3,-1,-1,4,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,7,8,9,-1,-1,10,11,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,12,13,14,15,-1,-1,16,17,19,20,21,-1,-1,-1,-1
-1,-1,-1,0,1,2,3,-1,-1,-1,-1,22,23,24,-1,-1,-1,-1
-1,-1,-1,6,7,8,9,-1,-1,-1,-1,25,26,27,-1,-1,-1,-1
-1,-1,-1,12,13,14,15,-1,-1,-1,-1,-1,-1,28,29,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,31,-1,-1,-1
-1,-1,-1,0,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,6,7,8,9,-1,-1,-1,-1,-1,-1,28,29,-1,-1,-1
-1,-1,-1,12,13,14,15,-1,-1,-1,-1,-1,-1,30,31,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
